dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1673391600,1,387.19,5.7,33.93,32.19,6.26,8.63,11.85,1.74
1673395200,2,460.62,3.52,50.72,8.76,4.41,9.89,13.75,1.82
1673398800,2,494,5.81,51.41,1.81,3.07,11.25,15.75,1.57
1673402400,2,460.62,3.24,44.55,4.56,2.62,11.78,16.21,1.19
1673406000,2,373.84,0.27,31.53,22.89,2.98,11.05,14.42,0.82
1673409600,2,287.06,0,17.31,48.64,4.11,10.43,12.47,0.4
1673413200,1,263.69,0,14.57,47.21,4.11,9.71,11.44,0.25
1673416800,1,243.66,0,11.48,43.99,3.81,7.42,9.17,0.24
1673420400,1,226.97,0,8.83,41.48,3.4,5.78,7.53,0.24
1673424000,1,220.3,0,7.45,40.05,3.04,5.5,7.2,0.22
1673427600,1,216.96,0,7.03,40.05,2.98,5.75,7.49,0.21
1673431200,1,220.3,0,6.94,40.77,2.95,6.05,7.97,0.21
1673434800,1,220.3,0,6.94,41.48,2.86,6.58,8.86,0.22
1673438400,1,226.97,0,7.8,41.13,2.89,7.27,9.91,0.25
1673442000,1,243.66,0.01,12,36.48,3.13,7.91,10.89,0.44
1673445600,1,263.69,0.09,16.79,31.11,3.7,7.81,10.98,0.62
1673449200,1,263.69,1.08,16.11,30.76,4.29,6.88,10.01,0.66
1673452800,1,250.34,1.41,14.05,34.33,5.42,5.81,8.97,0.59
1673456400,1,233.65,1.9,11.65,41.48,6.62,5.07,8.36,0.53
1673460000,1,220.3,1.82,9.42,50.07,7.09,4.57,7.9,0.45
1673463600,1,208.62,1.29,6.77,58.65,5.9,3.78,6.6,0.32
1673467200,1,208.62,1.06,6.68,59.37,5.36,3.82,6.87,0.32
1673470800,1,210.29,0.91,7.54,57.22,5.84,4.52,8.56,0.33
1673474400,1,216.96,0.95,9.51,54.36,6.44,4.66,9.35,0.42
1673478000,1,226.97,0.86,13.02,50.07,7.27,4.93,10.69,0.51
1673481600,1,233.65,0.11,15.77,47.21,6.97,5.45,13.02,0.54
1673485200,1,236.99,0,15.42,47.92,6.38,6.1,15.9,0.51
1673488800,1,230.31,0,13.71,49.35,6.26,6.19,16.65,0.42
1673492400,1,223.64,0,11.31,50.78,5.96,6.06,16.35,0.31
1673496000,1,216.96,0,9.94,52.21,5.6,6.36,17.68,0.25
1673499600,1,213.62,0,9.34,51.5,5.25,6.9,19.86,0.23
1673503200,1,206.95,0,7.37,52.21,4.35,6.72,19.79,0.16
1673506800,1,203.61,0,5.65,53.64,3.28,6.29,18.45,0.14
1673510400,1,201.94,0,4.54,54.36,2.18,5.85,16.62,0.15
1673514000,1,205.28,0,4.03,55.79,1.53,5.27,13.62,0.17
1673517600,1,211.95,0,4.58,55.07,1.39,4.93,10.01,0.19
1673521200,1,216.96,0,6.34,47.92,1.58,5.13,9.36,0.24
1673524800,1,220.3,0.01,8.48,38.62,1.8,5.27,9.44,0.36
1673528400,1,257.02,0.03,13.88,33.26,1.97,7.31,14.03,0.84
1673532000,2,293.73,0.06,17.65,44.7,1.97,10.21,27.85,1.61
1673535600,2,273.7,0.87,14.22,60.8,2.29,7.37,24.88,1.55
1673539200,2,260.35,1.06,8.4,68.66,2.24,2.52,7.36,1.11
1673542800,2,267.03,1.36,6.85,71.53,2.35,1.58,3.06,1.03
1673546400,2,263.69,1.36,5.83,77.25,2.47,1.99,2.9,0.97
1673550000,2,257.02,1.19,5.01,84.4,2.41,2.64,3.35,0.92
1673553600,2,253.68,1.09,4.76,90.12,2.32,3.2,3.81,0.85
1673557200,2,247,0.98,4.71,94.41,2.18,3.41,3.98,0.75
1673560800,2,247,0.91,5.74,95.84,2.06,3.35,3.93,0.73
1673564400,2,253.68,0.64,8.74,92.98,2.12,3.27,3.93,0.82
1673568000,2,260.35,0.07,12.17,87.26,2.18,3.25,4.02,0.96
1673571600,2,267.03,0,13.37,85.12,2.15,3.45,4.41,1.09
1673575200,2,267.03,0,13.19,83.68,2.26,3.7,4.79,1.17
1673578800,2,267.03,0,12.68,80.82,2.77,3.64,4.77,1.2
1673582400,2,267.03,0,12.85,75.82,3.67,3.37,4.5,1.19
1673586000,2,263.69,0,11.48,73.67,4.35,2.84,3.76,1.04
1673589600,2,247,0,8.31,77.25,4.23,2.13,2.73,0.81
1673593200,2,236.99,0,6.08,80.11,3.43,1.65,2.12,0.67
1673596800,2,233.65,0,5.1,80.82,2.59,1.43,1.88,0.65
1673600400,2,233.65,0,4.84,80.11,2.15,1.4,1.87,0.68
1673604000,2,233.65,0,4.88,77.96,2.18,1.41,1.9,0.74
1673607600,2,236.99,0,5.57,74.39,2.74,1.47,2.01,0.83
1673611200,2,243.66,0,7.2,69.38,3.55,1.64,2.27,0.97
1673614800,2,260.35,0,11.14,61.51,3.7,2.22,3.12,1.25
1673618400,1,280.38,0.1,15.25,54.36,3.34,2.66,3.76,1.5
1673622000,1,283.72,1.66,13.88,55.07,2.95,2.62,3.73,1.57
1673625600,1,280.38,2.88,10.28,59.37,2.53,2.43,3.5,1.46
1673629200,2,273.7,3.13,8.57,62.94,2.35,2.32,3.32,1.36
1673632800,2,267.03,3.05,7.8,66.52,2.35,2.5,3.42,1.28
1673636400,2,260.35,2.4,6.85,75.82,2.15,2.58,3.34,1.12
1673640000,2,250.34,1.84,6.17,84.4,1.83,2.53,3.21,0.97
1673643600,2,243.66,1.51,5.91,86.55,1.61,2.39,3.02,0.88
1673647200,2,267.03,2.15,10.45,78.68,1.86,2.81,3.73,1.12
1673650800,2,313.76,2.4,20.39,62.23,2.35,3.74,5.11,1.6
1673654400,1,357.15,0.44,32.9,44.35,2.98,4.75,6.51,2.03
1673658000,2,397.21,0.1,41.81,31.47,3.43,6.34,8.78,2.5
1673661600,2,433.92,0.38,48.67,20.56,3.58,8.39,11.65,2.94
1673665200,2,447.27,0.65,49.35,15.56,3.58,9.93,13.59,3.07
1673668800,2,460.62,1.37,50.04,10.28,3.28,11.36,15.48,3.2
1673672400,2,460.62,2.21,48.67,6.44,2.83,11.93,16.17,3.07
1673676000,2,417.23,1.17,41.81,8.85,2.53,10.36,13.86,2.37
1673679600,1,360.49,0.24,31.53,16.81,2.29,8.53,11.15,1.66
1673683200,1,320.43,0.08,23.99,23.6,2.24,7.29,9.42,1.2
1673686800,1,290.39,0.05,19.02,26.82,2.18,6.36,8.28,0.89
1673690400,1,277.04,0.07,16.79,25.39,1.73,5.79,7.71,0.66
1673694000,1,280.38,0.21,17.82,19.13,1.51,5.79,7.98,0.55
1673697600,1,300.41,0.98,22.28,10.1,1.85,6.38,9.09,0.7
1673701200,1,377.18,9.72,28.45,1.14,2.62,8.74,12.9,1.44
1673704800,2,480.65,26.6,29.82,0.32,3.34,11.25,16.88,2.01
1673708400,2,520.71,36.21,27.42,5.05,4.89,11.89,17.93,2.37
1673712000,1,383.85,21.46,26.05,20.21,14.31,9.24,13.27,1.8
1673715600,2,373.84,18.55,24.33,30.04,15.74,10.87,14.66,1.84
1673719200,2,373.84,12.74,23.31,47.21,14.78,13.02,16.39,1.71
1673722800,2,297.07,3.32,11.31,89.41,8.94,9.84,11.47,1.12
1673726400,3,257.02,1.56,6.94,104.43,6.56,6.62,7.74,0.87
1673730000,3,236.99,1.13,5.91,107.29,5.72,5.4,6.33,0.68
1673733600,2,247,1.37,8.83,98.71,6.2,5.09,6.21,0.8
1673737200,2,267.03,1.27,14.74,82.25,6.91,5.14,6.65,1.08
1673740800,2,283.72,0.17,19.88,70.81,6.26,4.95,6.7,1.23
1673744400,2,287.06,0,21.42,67.95,5.96,4.95,6.93,1.22
1673748000,2,287.06,0,20.22,69.38,5.72,5.11,7.41,1.09
1673751600,2,280.38,0,18.34,71.53,5.36,5.12,7.77,0.92
1673755200,2,277.04,0,16.96,72.24,4.89,5.05,8.12,0.8
1673758800,2,270.37,0,16.11,71.53,4.29,4.82,8.19,0.75
1673762400,2,257.02,0,13.37,72.24,3.81,4.27,7.63,0.61
1673766000,2,247,0,10.71,72.96,3.13,3.87,7.18,0.5
1673769600,2,240.33,0,9.25,72.96,2.59,3.75,7.11,0.4
1673773200,2,236.99,0,8.83,70.81,2.35,3.75,7.22,0.32
1673776800,2,236.99,0,9.51,66.52,2.09,3.82,7.42,0.28
1673780400,1,243.66,0,10.8,59.37,1.77,3.97,7.71,0.28
1673784000,1,253.68,0,13.37,52.21,1.56,4.26,8.35,0.34
1673787600,1,307.08,0.04,24.33,36.84,1.68,5.71,10.9,0.7
1673791200,1,390.53,0.87,39.07,18.95,1.97,7.65,14.34,1.14
1673794800,1,440.6,7.38,36.67,20.56,2.24,8.48,16.28,1.41
1673798400,1,400.54,8.49,27.42,32.19,2.47,7.35,15.49,1.47
1673802000,1,320.43,4.47,17.82,46.49,1.97,5.32,13.16,1.38
1673805600,2,260.35,1.69,10.62,65.09,2.12,4.11,11.84,0.97
1673809200,2,210.29,0.39,4.46,95.84,3.58,2.91,10.4,0.29
1673812800,2,206.95,0.34,4.03,97.27,2.95,2.71,9.98,0.24
1673816400,2,206.95,0.3,3.98,95.84,2.35,2.72,10.1,0.24
1673820000,2,211.95,0.25,5.23,91.55,2.15,3,11.05,0.32
1673823600,2,223.64,0.12,7.45,85.83,1.76,3.46,12.42,0.47
1673827200,2,233.65,0.01,9.68,81.54,1.68,4.02,14.09,0.61
1673830800,2,240.33,0,10.62,80.11,2.03,4.6,15.74,0.67
1673834400,2,236.99,0,9.77,81.54,1.91,4.85,16.76,0.64
1673838000,2,230.31,0,8.31,82.25,1.67,4.96,17.64,0.55
1673841600,2,230.31,0,7.8,82.25,1.53,5.15,17.42,0.48
1673845200,2,230.31,0,7.8,81.54,1.46,5.22,16.26,0.44
1673848800,2,223.64,0,6.6,82.25,1.43,4.86,14.19,0.32
1673852400,2,216.96,0,6.85,82.97,2.41,4.57,14.19,0.3
1673856000,2,216.96,0,6.68,84.4,3.19,4.52,16.3,0.28
1673859600,2,213.62,0,6,86.55,3.1,4.51,17.69,0.27
1673863200,2,211.95,0,6.08,86.55,3.28,4.55,18.31,0.27
1673866800,2,211.95,0,6.6,84.4,3.61,4.81,19.34,0.28
1673870400,2,216.96,0,7.63,80.11,3.76,5.36,21.22,0.33
1673874000,2,236.99,0,12.17,72.96,3.87,6.28,23.72,0.56
1673877600,2,260.35,0.02,16.79,66.52,4.59,6.88,25.32,0.79
1673881200,2,260.35,0.35,16.79,67.95,6.02,6.87,25.93,0.82
1673884800,2,236.99,0.42,13.37,76.53,7.27,6.29,25.43,0.61
1673888400,2,223.64,0.46,11.48,81.54,7.51,6.11,23.34,0.51
1673892000,2,216.96,0.41,10.2,84.4,7.63,6.17,22.54,0.41
1673895600,2,211.95,0.29,8.23,85.12,6.62,6.15,19.18,0.28
1673899200,2,211.95,0.43,7.45,85.12,6.02,6.3,17.29,0.26
1673902800,2,211.95,0.57,7.37,84.4,6.14,6.32,16.29,0.25
1673906400,2,220.3,0.65,9.94,80.11,6.91,6.6,17.24,0.36
1673910000,2,236.99,0.41,14.91,71.53,8.11,7.12,19.23,0.5
1673913600,2,250.34,0.03,18.34,65.09,8.11,7.79,21.04,0.58
1673917200,2,273.7,0,21.42,57.94,7.21,8.83,23.78,0.7
1673920800,2,297.07,0,25.02,50.07,5.84,9.89,25.44,0.81
1673924400,2,307.08,0,25.7,43.99,4.83,10.52,26.32,0.83
1673928000,2,313.76,0.01,26.05,37.91,3.99,11.04,26.39,0.86
1673931600,2,317.1,0.03,26.05,32.19,3.25,11.28,25.76,0.82
1673935200,2,303.75,0.02,22.96,29.33,2.77,10.9,23.93,0.61
1673938800,2,283.72,0.02,19.02,28.25,2.32,10.46,22.69,0.46
1673942400,2,267.03,0.03,15.94,25.75,1.94,10.35,21.88,0.41
1673946000,2,257.02,0.05,14.57,22.89,1.8,10.68,21.44,0.4
1673949600,2,260.35,0.11,15.42,18.78,1.77,11.4,21.26,0.42
1673953200,2,273.7,0.33,17.99,13.05,1.82,12.42,21.79,0.51
1673956800,2,300.41,1.44,22.62,6.26,2,13.89,23.42,0.77
1673960400,2,400.54,12.96,27.42,0.41,2.29,16.85,27.33,1.68
1673964000,2,547.41,33.08,30.16,0.01,2.71,20.09,31.6,2.53
1673967600,2,614.17,39.79,34.27,0.28,3.67,21.55,33.34,2.82
1673971200,2,507.35,21.23,39.07,1.61,6.68,17.83,28,2.12
1673974800,2,447.27,13.19,39.76,5.36,8.58,15.07,24.23,1.69
1673978400,2,397.21,9.28,36.33,11.27,10.25,12.33,20.85,1.36
1673982000,1,330.45,4.86,30.85,22.71,13.35,9.98,17.33,0.82
1673985600,1,290.39,4.25,25.02,33.26,17.17,8.22,14.65,0.51
1673989200,1,267.03,3.27,20.56,42.56,16.45,7.27,13.28,0.45
1673992800,1,263.69,1.9,16.45,50.07,9.78,7,13.11,0.66
1673996400,1,277.04,0.7,17.99,46.49,5.19,7.1,13.87,0.97
1674000000,1,287.06,0.06,21.08,39.7,4.29,7.33,16.56,1.01
1674003600,2,290.39,0.01,25.36,35.05,5.48,8.77,21.67,0.77
1674007200,2,290.39,0.02,26.73,32.54,6.62,10.14,22.25,0.56
1674010800,2,283.72,0.01,23.65,34.33,6.38,10.44,20.42,0.47
1674014400,1,270.37,0.01,20.91,39.34,5.66,9.45,18.26,0.42
1674018000,1,260.35,0,17.65,43.63,4.59,8.05,15.52,0.38
1674021600,1,240.33,0,12.68,48.64,3.49,7.09,13.38,0.28
1674025200,1,223.64,0,7.97,54.36,2.41,6.91,13.79,0.25
1674028800,1,216.96,0,5.57,56.51,2,7.17,15.72,0.22
1674032400,1,211.95,0,4.67,53.64,1.89,7.62,18.25,0.2
1674036000,1,208.62,0,4.2,50.78,1.71,7.96,19.02,0.16
1674039600,2,205.28,0,4.16,55.07,1.67,8.58,21.26,0.15
1674043200,2,205.28,0,4.71,58.65,1.88,9.01,24.35,0.15
1674046800,2,216.96,0,7.28,57.22,2.29,9.31,26.63,0.23
1674050400,2,226.97,0,10.62,52.93,3.37,9.52,24.75,0.3
1674054000,2,230.31,0.02,12.34,51.5,5.36,9.37,22.37,0.29
1674057600,1,223.64,0.09,11.82,52.21,6.56,8.73,19.35,0.25
1674061200,1,220.3,0.21,11.82,52.93,7.27,8.3,16.15,0.23
1674064800,1,220.3,0.3,10.8,53.64,6.56,7.56,12.72,0.23
1674068400,1,223.64,0.67,8.91,54.36,4.53,6.89,10.64,0.3
1674072000,1,240.33,1.49,9.25,52.21,3.22,7.13,10.83,0.51
1674075600,1,257.02,2.46,10.71,50.78,3.01,7.13,10.16,0.69
1674079200,2,440.6,18.33,25.7,20.92,2.03,10.4,14.47,1.96
1674082800,2,734.33,56.77,31.19,3.89,1.52,16.38,22.55,3.39
1674086400,2,1068.12,105.5,32.9,0.28,1.73,23.78,32.31,5.26
1674090000,3,1388.55,153.78,34.62,0,2.18,33.76,45.84,7.6
1674093600,3,1602.17,182.39,34.96,0,2.09,43.73,59.35,7.73
1674097200,3,1642.23,185.97,34.62,0,1.76,49.27,66.91,6.33
1674100800,4,1588.82,175.24,35.3,0,1.45,51.25,69.09,5.26
1674104400,3,1308.44,128.75,37.36,0,1.19,41.69,55.7,4.81
1674108000,2,801.09,51.41,41.81,0.04,1.13,21.72,29.25,3.04
1674111600,1,337.12,0.09,26.39,30.04,1.48,5.62,8.37,1.5
1674115200,1,283.72,0,15.42,41.13,1.56,3.92,6.25,1.35
1674118800,1,270.37,0,13.54,42.92,1.7,3.55,6.58,1.31
1674122400,1,263.69,0,12.51,46.49,1.83,3.64,10.82,1.27
1674126000,2,257.02,0,11.65,50.78,1.97,4.6,20.44,1.22
1674129600,2,260.35,0,13.19,52.21,2.12,6.39,31.29,1.33
1674133200,2,307.08,0.02,23.31,42.92,2.29,9.69,43.64,1.93
1674136800,3,377.18,0.64,37.01,28.61,2.44,13.32,55.01,2.63
1674140400,3,403.88,6.26,32.9,32.54,2.65,15.26,61.78,2.75
1674144000,3,370.5,8.49,23.31,43.27,3.13,15.74,65.68,2.44
1674147600,3,347.14,8.27,18.85,48.64,3.61,16.25,68.31,2.18
1674151200,3,317.1,6.54,15.42,56.51,4.05,16.5,70,1.85
1674154800,3,263.69,2.82,8.65,75.82,2.95,13.36,62.65,1.14
1674158400,2,253.68,2.12,7.37,82.97,2.47,10.98,46.63,0.98
1674162000,2,250.34,1.77,7.2,85.12,2.24,8.86,31.89,0.89
1674165600,2,307.08,4.3,17.14,67.23,2.24,8.62,24.14,1.42
1674169200,2,413.89,8.16,35.64,36.12,2.21,10.06,22.49,2.25
1674172800,2,514.03,9.72,55.52,6.79,2.15,11.88,23.53,2.98
1674176400,2,554.08,15.65,56.89,0.15,2.09,13.48,25.48,3.32
1674180000,2,527.38,12.96,54.15,0.3,2,14.02,25.9,3.17
1674183600,2,467.3,5.25,51.41,2.77,2.06,13.25,24.26,2.72
1674187200,2,403.88,0.95,43.53,10.55,2.41,12.1,21.83,2.28
1674190800,2,380.52,0.64,38.04,12.87,2.56,11.59,20.15,2.06
1674194400,2,340.46,0.24,30.16,17.52,2.59,10.22,17.03,1.54
1674198000,1,307.08,0.1,23.31,21.99,2.65,9.19,14.64,1.16
1674201600,1,280.38,0.05,17.65,25.75,2.59,8.53,13.07,0.88
1674205200,1,260.35,0.03,13.37,27.54,2.38,7.78,11.85,0.72
1674208800,1,247,0.03,10.62,29.33,2.06,6.75,10.06,0.67
1674212400,1,240.33,0.02,9.85,31.47,2.12,5.62,8.05,0.71
1674216000,1,240.33,0.02,10.2,36.12,2.59,4.49,6.29,0.78
1674219600,1,253.68,0.01,12.68,42.2,3.04,3.74,5.3,0.87
1674223200,1,277.04,0.04,18.16,36.48,4.05,5.03,6.93,0.89
1674226800,1,283.72,0.18,20.73,30.04,5.3,6.55,8.81,0.8
1674230400,1,277.04,0.75,19.54,28.25,6.08,7.01,9.17,0.7
1674234000,1,267.03,1.37,17.14,30.04,6.26,6.49,8.38,0.69
1674237600,1,263.69,1.48,15.42,34.33,6.02,5.74,7.35,0.66
1674241200,1,267.03,1.23,15.59,38.62,5.48,4.85,6.34,0.7
1674244800,1,267.03,1.27,15.59,43.27,5.3,3.98,5.46,0.78
1674248400,1,267.03,1.1,15.94,44.7,5.25,3.52,4.96,0.8
1674252000,1,267.03,0.61,15.59,43.27,4.47,3.28,4.63,0.82
1674255600,1,273.7,0.25,17.31,37.55,4.05,3.2,4.55,0.9
1674259200,1,280.38,0.07,18.85,32.19,3.93,3.11,4.48,0.99
1674262800,1,277.04,0.05,18.34,31.83,3.78,3,4.44,1
1674266400,1,273.7,0.04,17.82,33.62,3.78,2.92,4.5,0.97
1674270000,1,270.37,0.03,16.79,36.12,3.81,2.82,4.46,0.81
1674273600,1,267.03,0.02,16.79,39.34,4.41,2.84,4.42,0.67
1674277200,1,260.35,0.01,17.82,43.27,5.48,2.69,3.94,0.59
1674280800,1,250.34,0,19.54,49.35,6.85,2.36,3.16,0.42
1674284400,1,243.66,0,19.19,53.64,7.39,2.27,2.7,0.26
1674288000,1,243.66,0,17.31,50.07,6.79,2.42,2.77,0.2
1674291600,1,243.66,0,16.79,43.27,6.38,2.63,2.96,0.18
1674295200,1,240.33,0,15.59,41.48,5.42,2.72,3.1,0.17
1674298800,1,240.33,0,14.74,43.27,5.3,2.67,3.09,0.18
1674302400,1,240.33,0,15.25,46.49,5.72,2.61,3.07,0.2
1674306000,1,250.34,0,17.82,48.64,5.96,2.73,3.4,0.3
1674309600,1,263.69,0.03,21.42,46.49,6.2,2.94,3.92,0.44
1674313200,1,270.37,0.75,22.96,42.92,6.85,3.16,4.32,0.51
1674316800,1,270.37,1.33,23.31,40.41,7.99,3.3,4.34,0.48
1674320400,1,267.03,1.51,22.96,41.13,8.58,3.23,4.12,0.44
1674324000,1,263.69,1.69,22.62,44.7,8.58,3.08,3.88,0.41
1674327600,1,263.69,1.7,23.31,46.49,8.7,3.14,3.91,0.42
1674331200,1,267.03,1.87,24.33,44.7,8.46,3.35,4.19,0.43
1674334800,1,263.69,1.49,23.65,42.92,6.85,3.34,4.21,0.42
1674338400,1,263.69,0.61,21.42,41.84,4.65,3.2,4.06,0.42
1674342000,1,273.7,0.17,21.25,39.34,3.25,3.23,4.08,0.46
1674345600,1,280.38,0.03,22.28,36.12,2.41,3.34,4.2,0.49
1674349200,1,300.41,0.08,25.7,28.61,1.88,3.96,5.18,0.61
1674352800,1,323.77,0.33,29.82,17.7,1.59,5.05,6.89,0.78
1674356400,1,333.79,0.64,30.85,12.16,1.53,5.87,8.07,0.84
1674360000,1,380.52,3.38,34.96,4.29,1.33,8.02,10.91,1.04
1674363600,2,433.92,9.72,34.27,0.36,1.04,10.29,13.53,1.08
1674367200,2,427.25,10.17,30.16,0.2,0.88,10.04,12.4,0.74
1674370800,1,393.87,7.15,26.39,0.39,0.8,8.93,10.39,0.51
1674374400,1,350.48,4.19,22.62,1.02,0.75,7.67,8.69,0.37
1674378000,1,307.08,1.93,19.02,3.04,0.77,6.32,7.17,0.29
1674381600,1,260.35,0.32,13.54,11.44,1.03,4.65,5.42,0.24
1674385200,1,240.33,0.08,10.28,21.46,1.16,4.17,5.1,0.22
1674388800,1,250.34,0.02,9.42,33.97,1.33,4.38,5.54,0.27
1674392400,1,267.03,0.01,10.8,43.63,1.56,4.22,5.74,0.53
1674396000,1,287.06,0.11,14.22,43.63,1.79,4.09,5.82,0.92
1674399600,1,293.73,1.7,12.51,46.49,2.15,3.72,5.42,1.23
1674403200,1,287.06,2.88,9,52.21,2.47,3.15,4.64,1.3
1674406800,1,280.38,2.91,7.11,57.22,2.65,2.88,4.2,1.25
1674410400,2,273.7,2.51,6,62.94,2.65,2.91,4.07,1.17
1674414000,2,260.35,1.73,4.76,74.39,2.38,2.88,3.78,0.94
1674417600,2,250.34,1.31,4.33,83.68,2.21,2.89,3.65,0.81
1674421200,2,247,1.13,4.41,87.98,2.18,2.89,3.62,0.78
1674424800,2,277.04,2.32,10.37,77.96,2.15,3.56,4.66,1.09
1674428400,1,337.12,3.35,22.62,57.94,2.06,4.72,6.41,1.65
1674432000,1,397.21,1.05,38.73,35.76,1.94,5.87,8.1,2.18
1674435600,2,507.35,3.86,57.58,9.48,1.64,9.42,13.29,3.23
1674439200,2,647.54,21.01,60.32,0.12,1.24,15.56,21.7,4.18
1674442800,2,734.33,33.08,58.95,0,1.03,20.94,28.59,3.74
1674446400,3,794.41,42.02,56.89,0,0.95,25.35,34.07,2.85
1674450000,2,747.68,40.23,52.09,0,0.89,24.37,32.63,1.76
1674453600,2,540.73,18.1,43.87,0.46,0.91,14.97,20.52,0.79
1674457200,1,340.46,0.56,28.79,15.56,1.27,6.54,9.53,0.53
1674460800,1,283.72,0.03,16.79,34.33,1.74,4.47,6.64,0.49
1674464400,1,260.35,0,11.48,49.35,2.53,3.9,5.58,0.49
1674468000,2,253.68,0,8.83,62.94,3.31,3.73,5.05,0.48
1674471600,2,253.68,0,9.17,62.23,3.16,3.91,5.21,0.49
1674475200,1,260.35,0,11.82,55.79,3.49,4.1,5.53,0.56
1674478800,1,290.39,0.02,19.54,44.35,4.11,4.74,6.72,0.92
1674482400,1,327.11,0.4,27.08,33.62,4.77,5.19,7.84,1.39
1674486000,1,340.46,4.47,23.99,36.48,5.84,5.41,8.33,1.54
1674489600,1,313.76,6.2,16.96,47.92,7.57,4.42,6.92,1.23
1674493200,1,293.73,6.54,14.05,52.21,8.58,3.49,5.8,1.11
1674496800,1,277.04,6.15,12.68,56.51,9.3,3.07,5.02,0.91
1674500400,2,257.02,3.8,10.2,75.82,7.09,2.24,3.46,0.61
1674504000,2,257.02,3.97,12,82.25,8.23,2.24,3.31,0.57
1674507600,2,260.35,4.53,15.94,83.68,10.13,2.65,3.72,0.61
1674511200,2,280.38,4.64,22.62,78.68,12.04,3.97,5.3,0.89
1674514800,2,323.77,3.38,35.3,64.37,15.02,5.88,7.7,1.31
1674518400,2,357.15,0.5,45.24,50.07,15.97,7.56,9.74,1.65
1674522000,2,380.52,0.02,47.98,39.7,15.26,9.06,11.72,1.88
1674525600,2,390.53,0.07,49.35,31.83,13.95,10.46,13.63,1.82
1674529200,2,387.19,0.09,47.98,28.61,12.4,11.01,14.41,1.47
1674532800,2,377.18,0.07,43.87,30.4,11.32,10.98,14.22,1.23
1674536400,2,360.49,0.03,38.73,35.05,10.97,10.49,13.13,1.16
1674540000,1,340.46,0.01,33.24,38.62,10.49,9.75,11.51,0.95
1674543600,1,310.42,0,27.42,42.56,9.78,7.93,8.98,0.73
1674547200,1,283.72,0,23.31,44.35,8.7,6.1,6.97,0.59
1674550800,1,267.03,0,20.91,43.99,7.99,5.08,5.9,0.51
1674554400,1,260.35,0,17.99,43.99,6.91,4.65,5.22,0.34
1674558000,1,260.35,0,15.77,45.06,6.2,4.54,4.92,0.21
1674561600,1,260.35,0,14.39,49.35,5.66,4.3,4.64,0.17
1674565200,1,263.69,0,15.25,52.93,5.54,4.11,4.72,0.26
1674568800,1,270.37,0.01,18.34,51.5,6.32,4.04,4.88,0.36
1674572400,1,270.37,0.07,18.68,51.5,6.85,4.03,5.03,0.37
1674576000,1,260.35,0.22,15.59,55.07,6.26,3.96,4.81,0.29
1674579600,1,253.68,0.44,14.74,54.36,6.08,3.29,3.85,0.24
1674583200,1,250.34,0.6,14.57,56.51,6.14,2.76,3.24,0.21
1674586800,2,257.02,0.57,15.25,60.08,5.84,2.82,3.28,0.22
1674590400,1,270.37,0.49,16.96,59.37,6.02,3.29,3.99,0.31
1674594000,1,273.7,0.35,17.14,52.21,5.6,3.24,3.93,0.33
1674597600,1,263.69,0.66,11.31,51.5,2.29,2.18,2.68,0.34
1674601200,1,293.73,1.47,16.79,46.49,2.41,3.4,4.05,0.47
1674604800,1,303.75,0.39,19.54,42.92,2.15,4.05,4.92,0.59
1674608400,1,297.07,0.04,18.34,35.41,1.83,3.56,4.6,0.63
1674612000,1,287.06,0.06,16.11,31.11,1.73,3.13,4.19,0.6
1674615600,1,280.38,0.02,13.71,39.34,1.62,3.34,4.38,0.55
1674619200,1,277.04,0.01,12.17,45.78,1.7,3.75,4.72,0.54
1674622800,1,273.7,0.01,10.8,47.21,1.74,3.61,4.36,0.51
1674626400,1,273.7,0,10.11,46.49,1.59,3.28,3.77,0.42
1674630000,1,273.7,0,9.77,49.35,1.37,3.18,3.55,0.38
1674633600,1,263.69,0,7.28,57.94,1.15,2.65,2.99,0.37
1674637200,2,253.68,0,5.48,62.23,1.04,2.29,2.63,0.37
1674640800,2,253.68,0,4.88,65.09,1.06,2.05,2.39,0.36
1674644400,2,253.68,0,5.18,67.23,1.21,1.85,2.23,0.36
1674648000,2,257.02,0,6.34,68.66,1.43,1.8,2.26,0.4
1674651600,2,273.7,0,10.37,65.09,1.68,2.16,2.88,0.59
1674655200,2,290.39,0.08,13.37,61.51,1.86,2.27,3.12,0.78
1674658800,2,287.06,1.06,11.31,65.09,1.88,2.03,2.8,0.78
1674662400,2,273.7,1.82,7.88,71.53,1.82,1.79,2.46,0.72
1674666000,2,270.37,1.96,6.25,75.1,1.8,1.84,2.46,0.7
1674669600,2,263.69,1.72,5.1,80.11,1.73,2.07,2.64,0.66
1674673200,2,260.35,1.29,4.07,87.26,1.49,2.32,2.81,0.59
1674676800,2,257.02,1.1,3.9,91.55,1.43,2.4,2.88,0.58
1674680400,2,253.68,1.02,4.07,92.98,1.45,2.23,2.73,0.59
1674684000,2,267.03,1.56,7.54,87.98,1.97,2.39,3.11,0.82
1674687600,2,293.73,1.75,14.22,76.53,2.35,2.9,3.95,1.17
1674691200,2,320.43,0.43,21.59,62.94,2.44,3.43,4.77,1.49
1674694800,1,383.85,0.06,35.3,43.27,2.32,5.51,7.77,2.22
1674698400,2,480.65,1.06,54.84,17.34,2.03,9.71,13.71,3.07
