dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1661580000,1,323.77,0.1,18.85,11.8,1.48,9.22,10.67,0.34
1661583600,1,233.65,0.03,9.17,16.81,1.74,4.77,5.7,0.28
1661587200,1,210.29,0.13,7.97,11.09,1.58,3.74,4.59,0.22
1661590800,1,201.94,0.35,8.57,6.44,1.55,3.55,4.4,0.24
1661594400,1,203.61,0.91,9.77,3.13,1.73,3.66,4.56,0.28
1661598000,1,205.28,1.96,10.28,1.52,1.89,3.58,4.44,0.33
1661601600,1,220.3,4.19,11.65,0.86,2.18,3.39,4.21,0.5
1661605200,1,233.65,5.03,13.19,1.02,2.86,3.09,3.9,0.64
1661608800,1,260.35,9.39,11.65,3.26,3.4,3.24,4.18,0.74
1661612400,1,270.37,10.06,11.82,10.19,5.36,3.87,4.93,0.75
1661616000,1,226.97,4.69,11.14,33.97,6.85,4.66,5.59,0.35
1661619600,1,216.96,1.77,8.48,72.96,6.02,5.78,6.69,0.2
1661623200,2,220.3,0.71,5.48,115.87,6.32,8.71,9.75,0.11
1661626800,3,220.3,0.42,4.33,135.9,7.33,10.97,12.07,0
1661630400,3,216.96,0.34,4.76,133.04,8.34,10.73,11.75,0
1661634000,2,206.95,0.28,5.27,107.29,6.44,8.03,8.83,0.07
1661637600,1,203.61,0.36,5.83,75.82,3.46,4.6,5.13,0.31
1661641200,1,206.95,0.52,6.43,67.23,2.26,3.4,3.84,0.46
1661644800,1,210.29,0.42,6.77,59.37,1.82,3.14,3.6,0.46
1661648400,1,213.62,0.07,8.31,42.56,2.06,3.12,3.69,0.49
1661652000,1,216.96,0,8.83,29.33,2.18,3.46,4.22,0.49
1661655600,1,220.3,0.02,8.31,23.6,1.77,4.11,5.05,0.44
1661659200,1,226.97,0.06,9.08,19.13,1.51,4.64,5.74,0.37
1661662800,1,230.31,0.1,9.85,15.2,1.34,4.76,5.93,0.3
1661666400,1,223.64,0.09,9.17,13.23,1.3,4.65,5.85,0.25
1661670000,1,216.96,0.1,7.97,11.98,1.16,4.41,5.66,0.23
1661673600,1,206.95,0.13,7.11,10.19,1.18,4.16,5.43,0.22
1661677200,1,201.94,0.22,6.77,7.78,1.46,4,5.31,0.21
1661680800,1,201.94,0.41,7.28,5.59,1.7,4,5.35,0.22
1661684400,1,206.95,0.87,8.65,3.8,1.86,4.18,5.63,0.25
1661688000,1,240.33,4.08,11.82,1.07,2,4.68,6.38,0.43
1661691600,1,307.08,13.08,13.19,1.01,2.41,5.23,7.26,0.66
1661695200,1,350.48,19.89,12.51,5.19,2.71,5.15,7.35,0.78
1661698800,1,333.79,13.97,14.91,17.7,3.19,4.3,6.45,0.79
1661702400,1,236.99,1.84,7.2,55.07,3.25,2.94,4.58,0.34
1661706000,1,233.65,0.6,5.27,70.1,3.46,3.57,5.17,0.25
1661709600,1,233.65,0.24,5.65,71.53,4.29,4.26,5.89,0.19
1661713200,1,233.65,0.17,5.83,61.51,4.05,4.28,5.75,0.15
1661716800,1,226.97,0.41,5.44,58.65,3.76,4.28,5.69,0.14
1661720400,1,220.3,0.57,5.06,57.94,3.7,3.99,5.43,0.15
1661724000,1,220.3,0.8,6,53.64,3.87,3.39,4.62,0.22
1661727600,1,223.64,0.98,8.05,46.49,4.41,3.24,4.12,0.27
1661731200,1,223.64,0.69,9.51,37.91,4.59,3.37,4.02,0.26
1661734800,1,223.64,0.15,11.65,27.54,5.07,3.28,3.88,0.27
1661738400,1,230.31,0.04,13.02,20.03,5.6,3.09,3.81,0.29
1661742000,1,233.65,0.07,14.05,16.81,5.48,2.99,3.85,0.3
1661745600,1,240.33,0.12,15.42,14.31,5.19,2.99,3.97,0.3
1661749200,1,247,0.13,15.77,12.7,4.83,2.94,3.94,0.25
1661752800,1,247,0.13,15.08,12.16,4.77,2.85,3.88,0.22
1661756400,1,240.33,0.1,13.71,11.98,4.77,2.7,3.81,0.2
1661760000,1,236.99,0.09,12.17,12.16,4.83,2.58,3.82,0.19
1661763600,1,243.66,0.09,11.48,12.52,5.07,2.68,4.08,0.19
1661767200,1,253.68,0.1,11.65,12.52,5.42,2.86,4.39,0.21
1661770800,1,257.02,0.14,12,12.16,5.48,2.86,4.33,0.23
1661774400,1,270.37,0.3,14.05,11.44,5.13,2.73,3.99,0.32
1661778000,1,317.1,0.57,15.59,13.95,4.77,2.46,3.41,0.4
1661781600,1,347.14,1.49,14.91,16.63,4.71,2.34,3.08,0.46
1661785200,1,337.12,1.37,13.19,21.64,4.71,2.3,2.96,0.45
1661788800,1,313.76,0.69,8.4,32.19,3.55,1.88,2.31,0.31
1661792400,1,313.76,0.5,6.25,36.84,2.89,1.56,1.87,0.27
1661796000,1,330.45,0.47,4.88,35.05,2.21,1.17,1.4,0.26
1661799600,1,347.14,0.34,4.58,26.46,1.53,0.77,0.95,0.25
1661803200,1,343.8,0.22,5.1,19.67,1.61,0.64,0.8,0.26
1661806800,1,333.79,0.18,5.48,18.24,1.83,0.62,0.78,0.27
1661810400,1,323.77,0.54,6.6,19.13,2.59,0.74,0.92,0.32
1661814000,1,327.11,0.99,8.14,23.96,3.78,1.1,1.34,0.38
1661817600,1,330.45,0.79,8.48,25.03,3.7,1.24,1.54,0.42
1661821200,1,343.8,0.27,11.48,15.91,3.19,1.37,1.81,0.51
1661824800,1,357.15,0.51,13.88,7.6,2.98,1.72,2.32,0.51
1661828400,1,353.81,1.26,14.91,3.53,3.37,2.1,2.78,0.46
1661832000,1,337.12,3.1,15.42,1.05,4.29,2.58,3.4,0.42
1661835600,1,320.43,5.7,15.08,0.15,4.95,3.16,4.06,0.32
1661839200,1,297.07,7.49,14.74,0.03,5.6,4.08,5,0.21
1661842800,1,277.04,7.71,14.91,0.03,5.84,5.01,5.89,0.12
1661846400,1,247,5.42,15.59,0.16,5.36,5.56,6.34,0.05
1661850000,1,223.64,1.87,15.77,1.9,4.53,5.55,6.27,0.05
1661853600,1,210.29,0.24,13.02,8.31,3.4,4.73,5.43,0.1
1661857200,1,216.96,0.21,13.54,10.28,3.55,4.27,5.03,0.19
1661860800,1,247,1.15,20.22,5.45,5.25,4.68,5.6,0.37
1661864400,1,290.39,6.2,27.08,0.77,7.87,5.81,6.9,0.54
1661868000,1,327.11,14.19,28.1,0.4,10.25,6.88,8.11,0.66
1661871600,1,347.14,21.23,26.05,1.81,12.64,7.85,9.23,0.72
1661875200,1,353.81,25.7,25.02,10.82,15.74,8.88,10.37,0.66
1661878800,2,353.81,18.1,37.36,32.9,18.84,10.71,12.31,0.49
1661882400,2,360.49,8.16,42.5,103,20.98,15.04,16.8,0.27
1661886000,4,373.84,2.32,31.53,181.67,20.03,22.66,24.36,0.11
1661889600,4,373.84,1.03,22.28,191.69,18.36,25.34,26.97,0.03
1661893200,4,367.16,0.71,20.05,180.24,18.36,23.6,25.15,0
1661896800,3,337.12,0.24,20.05,150.2,16.21,19.09,20.51,0
1661900400,3,333.79,0.09,22.96,125.89,16.45,16.51,18.01,0
1661904000,2,323.77,0.03,24.68,113.01,18.12,15.07,16.8,0
1661907600,2,323.77,0,30.85,83.68,17.4,13.51,15.37,0.16
1661911200,2,337.12,0,39.07,52.21,14.54,13.3,15.37,0.32
1661914800,2,337.12,0,42.84,32.54,10.25,13.38,15.69,0.35
1661918400,2,320.43,0.07,39.76,19.49,6.32,11.9,14.34,0.38
1661922000,1,283.72,0.18,30.16,11.8,3.99,9.06,11.17,0.33
1661925600,1,243.66,0.21,19.54,7.78,2.8,6.75,8.21,0.26
1661929200,1,216.96,0.29,13.37,5.23,2.29,5.61,6.64,0.23
1661932800,1,206.95,0.64,10.97,2.68,2.26,5.21,6.06,0.22
1661936400,1,198.6,1.41,9.77,1.02,2.5,5.12,5.89,0.23
1661940000,1,195.26,2.68,9.08,0.34,2.8,5.25,5.99,0.22
1661943600,1,200.27,4.25,9.34,0.18,3.13,5.55,6.31,0.22
1661947200,1,233.65,8.05,12,0.09,3.67,6.29,7.28,0.34
1661950800,1,277.04,11.62,16.62,0.34,4.17,6.96,8.19,0.49
1661954400,1,320.43,13.08,22.28,3,4.41,7.35,8.9,0.65
1661958000,1,327.11,6.59,29.82,18.6,5.78,7.87,9.68,0.65
1661961600,1,260.35,0.47,21.93,57.22,8.46,8.21,9.54,0.06
1661965200,1,240.33,0.18,18.34,59.37,9.06,6.93,8.04,0.04
1661968800,1,226.97,0.17,16.28,52.93,9.18,5.5,6.52,0.14
1661972400,1,216.96,0.14,13.02,46.49,6.85,3.83,4.51,0.17
1661976000,1,216.96,0.09,13.54,41.84,6.85,3.11,3.6,0.21
1661979600,1,223.64,0.1,16.79,42.92,8.46,3.26,3.71,0.23
1661983200,1,273.7,1.41,27.08,43.27,9.54,4.18,4.77,0.57
1661986800,2,357.15,3.58,40.78,50.78,10.49,5.95,6.81,1.01
1661990400,2,403.88,3.02,50.04,52.93,11.56,8.12,9.32,1.19
1661994000,2,423.91,0.36,56.21,35.76,10.97,10.46,12.37,1.36
1661997600,2,460.62,0.21,59.63,15.56,7.51,12.28,14.99,1.28
1662001200,2,494,1.44,60.32,4.38,4.59,13.16,16.19,1.03
1662004800,2,487.33,3.63,49.35,1.13,2.89,12.63,15.6,0.78
1662008400,2,460.62,4.58,38.04,0.34,1.97,11.21,13.94,0.58
1662012000,1,413.89,3.74,28.45,0.28,1.51,9.6,12,0.46
1662015600,1,367.16,2.99,21.59,0.3,1.34,8.35,10.43,0.41
1662019200,1,333.79,2.88,17.14,0.28,1.31,7.51,9.33,0.39
1662022800,1,310.42,3.38,14.22,0.18,1.36,6.96,8.42,0.39
1662026400,1,287.06,4.41,11.82,0.09,1.39,6.4,7.69,0.4
1662030000,1,277.04,6.71,10.37,0.03,1.4,6,7.16,0.45
1662033600,1,317.1,15.65,10.37,0,1.51,6.53,7.99,0.78
1662037200,1,380.52,27.72,11.48,0.24,1.73,7.04,8.94,1.11
1662040800,1,433.92,31.74,18.85,4.87,2.06,7.53,9.96,1.27
1662044400,1,447.27,17.21,37.7,41.48,2.65,8.87,11.73,1.33
1662048000,2,313.76,0.96,24.68,95.84,7.09,8.65,10.51,0.78
1662051600,2,293.73,0.5,22.28,90.84,10.13,7.97,9.81,0.78
1662055200,2,290.39,0.5,23.65,89.41,13.95,7.59,9.37,0.81
1662058800,1,260.35,0.32,17.48,77.96,10.61,4.57,5.53,0.48
1662062400,1,260.35,0.25,17.82,74.39,10.01,3.77,4.47,0.45
1662066000,1,270.37,0.19,19.54,78.68,10.49,3.99,4.66,0.48
1662069600,1,350.48,1.66,33.24,68.66,9.54,5.23,6.19,1.08
1662073200,2,473.98,4.97,50.72,65.09,9.06,7.78,9.28,1.77
1662076800,2,554.08,4.81,61.69,57.22,9.78,10.45,12.56,1.98
1662080400,2,540.73,0.55,64.43,41.13,10.61,12.07,14.65,1.66
1662084000,2,500.68,0,56.89,33.62,9.18,13.16,16.09,1.17
1662087600,2,473.98,0.02,50.72,27.54,6.26,13.83,16.85,0.85
1662091200,2,447.27,0.14,42.84,18.06,3.87,12.96,15.54,0.68
1662094800,2,420.57,0.48,35.3,9.21,2.83,11.36,13.39,0.53
1662098400,1,383.85,0.75,27.76,5.05,2.62,9.97,11.61,0.44
1662102000,2,377.18,2.49,23.99,1.18,2.26,10.1,11.89,0.49
1662105600,2,390.53,6.71,20.39,0.06,2,11.16,13.42,0.59
1662109200,2,400.54,11.85,16.96,0.01,2.15,12.16,14.82,0.75
1662112800,2,410.56,18.55,13.88,0,2.35,13.06,16.14,0.93
1662116400,2,447.27,29.06,11.14,0,2.35,14.21,17.72,1.03
1662120000,2,574.11,53.2,11.14,0,2.65,16.91,21.47,1.63
1662123600,2,707.63,75.1,15.08,0.1,4.29,17.79,22.99,2.01
1662127200,2,807.76,94.77,19.36,1.01,5.78,18.77,24.49,2.06
1662130800,3,807.76,84.94,35.99,5.41,8.58,20.52,26.35,1.74
1662134400,3,487.33,7.6,55.52,77.96,24.32,24.98,27.43,0.13
1662138000,4,487.33,2.49,36.67,128.75,21.22,28.46,30.31,0.71
1662141600,4,500.68,1.37,26.39,180.24,21.7,32.28,33.98,0.87
1662145200,4,540.73,0.92,25.02,205.99,20.74,36.64,38.37,0.98
1662148800,4,574.11,0.79,28.1,183.11,18.36,36.54,38.25,1.09
1662152400,4,567.44,0.56,30.85,143.05,15.97,30.62,32.1,1.04
1662156000,3,554.08,0.42,37.01,98.71,13.83,24.3,25.64,1.12
1662159600,2,534.06,0.37,41.81,64.37,14.07,19.83,21.14,1.03
1662163200,2,480.65,0.19,42.84,42.92,15.5,17.08,18.42,0.8
1662166800,2,433.92,0.06,43.53,32.54,15.97,15.76,17.13,0.59
1662170400,2,420.57,0.04,44.55,22.17,13.83,15.89,17.35,0.53
1662174000,2,433.92,0.24,45.24,13.59,12.4,17.05,18.61,0.52
1662177600,2,453.95,0.61,43.18,7.96,12.04,18.9,20.61,0.54
1662181200,3,460.62,0.64,38.73,6.08,12.28,21.05,22.75,0.46
1662184800,3,460.62,0.32,32.9,6.35,11.92,22.72,24.2,0.34
1662188400,3,433.92,0.2,26.05,7.33,9.89,22.51,23.76,0.26
1662192000,3,397.21,0.2,21.59,7.06,7.45,20.33,21.55,0.21
1662195600,2,357.15,0.3,19.54,5.81,5.72,17.61,18.87,0.2
1662199200,2,347.14,2.29,17.99,1.45,3.58,16.77,18.23,0.32
1662202800,2,377.18,9.95,15.77,0.02,2.86,18.07,19.78,0.75
1662206400,3,494,29.5,16.96,0,3.46,21.65,23.92,2.22
1662210000,4,720.98,65.27,21.93,0.01,4.47,27.15,29.97,4.56
1662213600,4,974.66,109.08,21.59,0.05,4.11,31.51,35.14,4.5
1662217200,4,1108.17,137.69,16.96,0.08,3.1,32.45,36.84,2.09
1662220800,2,340.46,6.03,29.82,5.81,7.21,10.32,11.7,0.05
1662224400,1,313.76,1.84,27.08,8.31,7.21,8.46,9.59,0.06
1662228000,1,320.43,2.12,28.45,5.81,8.34,8.53,9.59,0.07
1662231600,1,327.11,2.37,31.19,6.44,9.3,9.31,10.3,0.05
1662235200,2,330.45,3.41,33.24,9.12,11.09,10.12,11.15,0.05
1662238800,2,337.12,4.81,34.62,15.74,13.71,10.78,11.84,0
1662242400,2,360.49,6.15,35.64,33.26,15.14,12.22,13.36,0.05
1662246000,2,407.22,2.71,41.47,47.92,14.66,14.21,15.5,0.28
1662249600,2,427.25,0.53,38.04,70.1,11.56,16.27,17.73,0.51
1662253200,2,440.6,0.02,33.24,72.24,7.45,16.37,18.04,0.74
1662256800,2,440.6,0,30.85,52.21,4.53,14.96,16.75,0.8
1662260400,2,427.25,0,28.1,34.69,4.41,13.35,15.05,0.7
1662264000,2,407.22,0.03,26.73,22.71,5.78,12.89,14.38,0.55
1662267600,2,377.18,0.06,26.73,16.09,6.85,14.03,15.31,0.29
1662271200,2,350.48,0.05,26.05,14.31,6.79,16.27,17.39,0.03
1662274800,2,310.42,0.02,22.96,17.34,6.26,18.95,19.91,0
1662278400,3,287.06,0.02,19.02,18.06,4.95,20.6,21.55,0
1662282000,3,277.04,0.04,16.28,16.27,4.05,21.28,22.26,0
1662285600,3,273.7,0.07,14.57,13.95,3.49,21.41,22.37,0
1662289200,3,277.04,0.18,14.74,10.82,3.04,21.26,22.22,0.01
1662292800,3,307.08,1.58,19.71,4.25,2.71,20.34,21.49,0.44
1662296400,2,367.16,8.16,22.96,0.51,2.56,18.68,20.13,0.93
1662300000,2,407.22,13.75,22.28,2.12,2.68,16.59,18.26,1.16
1662303600,2,403.88,10.84,22.62,11.98,3.37,15.32,16.97,1.12
1662307200,2,377.18,4.02,20.22,49.35,4.65,16.27,17.58,0.96
1662310800,2,383.85,1.93,16.96,92.98,5.07,19.2,20.46,0.84
1662314400,3,393.87,1.02,12.51,134.47,5.3,23.6,24.81,0.7
1662318000,4,393.87,0.42,11.31,141.62,5.25,25.19,26.32,0.56
1662321600,3,390.53,0.24,13.02,124.45,5.07,22.84,23.89,0.44
1662325200,3,380.52,0.15,14.22,108.72,4.53,20.11,21.1,0.36
1662328800,2,397.21,0.23,21.25,84.4,4.29,18.26,19.35,0.63
1662332400,2,423.91,0.27,30.16,60.8,5.25,17.36,18.66,0.9
1662336000,2,413.89,0.09,32.56,46.49,8.94,16.7,18.14,0.77
1662339600,2,387.19,0.01,34.27,37.91,13.35,17.09,18.73,0.51
1662343200,2,367.16,0.01,34.96,27.89,12.76,16.6,18.42,0.43
1662346800,2,353.81,0.14,32.9,16.63,7.87,13.88,15.86,0.53
1662350400,1,347.14,0.49,27.76,8.67,3.64,9.83,11.95,0.6
1662354000,1,320.43,0.35,20.56,8.23,1.97,6.05,7.93,0.53
1662357600,1,287.06,0.14,14.39,11.98,1.71,3.76,5.23,0.49
1662361200,1,263.69,0.05,10.62,15.74,1.8,2.92,3.96,0.47
1662364800,1,260.35,0.06,9.6,15.2,1.73,2.9,3.78,0.42
1662368400,1,257.02,0.1,9.94,12.87,1.79,3.07,3.86,0.4
1662372000,1,263.69,0.41,11.48,8.23,1.77,3.38,4.2,0.41
1662375600,1,283.72,2.35,14.22,2.46,1.77,3.97,5,0.53
1662379200,1,373.84,16.09,16.11,0.08,1.91,5.71,7.39,1.2
1662382800,1,554.08,44.26,17.48,0.06,2.18,8.32,10.86,2.09
1662386400,1,667.57,61.69,18.16,0.66,2.56,9.74,12.96,2.22
1662390000,1,614.17,50.07,21.42,3.22,3.67,9.02,12.13,1.93
1662393600,1,403.88,12.41,26.73,27.89,6.91,6.16,8.06,1.55
1662397200,1,383.85,5.98,26.05,73.67,7.51,8.27,10.16,1.58
1662400800,3,380.52,2.29,17.82,151.63,7.39,15.79,17.7,1.57
1662404400,3,327.11,0.42,9.25,138.76,4.41,12.58,13.76,0.99
1662408000,2,307.08,0.22,9.17,101.57,3.81,7.41,8.29,0.74
1662411600,2,300.41,0.18,11.31,83.68,6.32,5.87,6.75,0.67
1662415200,1,297.07,0.2,16.28,67.23,9.54,5.33,6.26,0.71
1662418800,1,297.07,0.3,22.62,47.92,11.8,4.96,6.05,0.89
1662422400,1,283.72,0.26,26.05,30.04,12.64,4.48,5.77,1.04
1662426000,1,290.39,0.34,30.5,14.13,11.09,4.63,6.32,1.22
1662429600,1,310.42,1.42,32.22,4.47,7.87,5.04,7.14,1.19
1662433200,1,320.43,3.27,29.13,1.43,5.25,5.24,7.54,1.04
1662436800,1,323.77,4.81,24.33,0.6,3.4,4.96,7.26,0.9
1662440400,1,307.08,3.91,20.56,0.69,2.47,4.25,6.16,0.68
1662444000,1,283.72,1.9,17.65,1.74,2.26,3.8,5.24,0.49
1662447600,1,267.03,1.08,14.74,3.08,2.06,3.8,4.97,0.34
1662451200,1,260.35,1.49,13.37,2.39,1.77,4.1,5.28,0.32
1662454800,1,263.69,2.4,13.02,1.32,1.76,4.49,5.79,0.36
1662458400,1,273.7,5.31,12.34,0.32,1.74,4.96,6.48,0.46
1662462000,1,307.08,12.63,10.88,0.02,1.73,5.71,7.48,0.69
1662465600,1,440.6,34.42,11.31,0,1.89,8.01,10.33,1.66
1662469200,2,727.65,81.36,13.02,0.12,2.09,12.23,15.91,2.91
1662472800,2,1001.36,126.96,13.54,0.88,2.03,15.98,21.07,2.72
1662476400,2,1014.71,123.38,18.34,2.75,2.12,15.88,21.14,2.03
1662480000,1,300.41,7.6,16.62,50.07,4.53,4.02,5.22,0.81
1662483600,2,263.69,2.49,10.54,88.69,3.78,5.25,6.2,0.72
1662487200,3,257.02,1.03,7.03,123.02,3.55,8.39,9.29,0.72
1662490800,3,263.69,0.75,6.51,141.62,3.81,11.51,12.44,0.77
1662494400,3,297.07,0.73,8.23,170.23,5.07,19.71,20.93,0.8
1662498000,4,323.77,0.66,10.2,194.55,8.23,31.2,32.75,0.48
1662501600,4,340.46,0.83,14.39,194.55,10.37,32.87,34.6,0.35
1662505200,4,357.15,1.15,20.39,168.8,9.89,26.5,28.26,0.5
1662508800,3,357.15,0.8,25.02,133.04,9.3,19.56,21.28,0.68
1662512400,2,343.8,0.05,27.42,88.69,8.58,13.37,15.11,0.83
1662516000,1,320.43,0,24.33,51.5,5.84,8.08,9.81,0.89
1662519600,1,297.07,0.02,20.22,27.89,3.22,4.4,6.03,0.88
1662523200,1,283.72,0.22,18.68,14.66,2.35,2.75,4.26,0.75
1662526800,1,283.72,0.5,18.68,8.05,2.09,2.36,3.72,0.59
1662530400,1,277.04,0.52,17.99,6.26,2.09,2.44,3.64,0.47
1662534000,1,270.37,0.67,16.62,5.19,1.86,2.75,3.92,0.38
1662537600,1,270.37,1.34,15.42,2.73,1.67,3.2,4.39,0.38
1662541200,1,270.37,2.71,14.57,0.95,1.77,3.7,4.92,0.45
1662544800,1,277.04,5.09,13.88,0.22,2,4.22,5.45,0.55
1662548400,1,297.07,9.5,13.37,0.03,2.03,4.82,6.15,0.7
1662552000,1,390.53,24.81,13.37,0,2,6.32,8.11,1.36
1662555600,1,560.76,52.3,14.05,0.17,1.94,8.32,10.86,2.03
1662559200,1,687.6,71.53,13.88,1.52,1.97,9.53,13,2.03
1662562800,1,700.95,68.84,19.54,5.01,2.21,9.8,13.68,1.82
1662566400,1,327.11,8.61,20.39,53.64,4.95,4.76,6.24,0.98
1662570000,2,297.07,3.1,15.25,103,4.77,7.13,8.41,0.93
1662573600,3,300.41,1.22,10.88,161.65,5.25,13.5,14.83,0.97
1662577200,4,313.76,0.67,9.6,200.27,6.02,19.77,21.18,1.03
1662580800,4,317.1,0.52,11.82,200.27,6.85,19.86,21.24,0.92
1662584400,3,297.07,0.31,14.39,161.65,7.33,13.89,15.07,0.64
1662588000,2,283.72,0.25,17.48,107.29,6.08,8.49,9.64,0.65
1662591600,1,290.39,0.38,21.59,72.96,5.72,6.43,7.7,0.82
1662595200,1,297.07,0.28,25.36,54.36,6.26,6.06,7.51,0.97
1662598800,1,327.11,0.07,33.93,34.33,7.39,6.91,8.92,1.19
1662602400,2,377.18,0.16,47.3,15.02,9.78,8.86,11.59,1.27
1662606000,2,420.57,0.73,58.95,6.79,12.4,11.62,14.9,1.08
1662609600,2,460.62,2.07,61.01,3.84,10.01,14.95,18.72,0.83
1662613200,2,494,3.91,56.21,1.24,6.2,17.33,21.28,0.64
1662616800,2,500.68,3.91,50.04,0.95,4.65,19.12,23.07,0.55
1662620400,3,500.68,3.3,42.84,1.02,3.87,21.04,25.04,0.51
1662624000,3,500.68,4.64,35.3,0.42,3.04,22.96,27.08,0.5
1662627600,3,507.35,7.93,29.47,0.09,2.56,24.57,28.92,0.52
1662631200,4,514.03,12.07,25.36,0.03,2.32,25.94,30.52,0.51
1662634800,4,527.38,16.32,22.62,0.01,2.03,26.8,31.32,0.47
1662638400,4,594.14,26.82,23.99,0,2.18,27.88,32.4,0.76
1662642000,3,554.08,18.33,32.22,0.88,4.05,24.35,28,0.76
1662645600,3,554.08,21.46,32.22,10.46,3.61,21.2,24.8,1.06
1662649200,2,507.35,12.29,35.3,46.49,3.46,19.17,22.45,1.28
1662652800,2,297.07,1.24,8.4,101.57,3.99,14.45,15.71,0.66
1662656400,2,277.04,0.54,4.37,108.72,4.59,14.38,15.32,0.44
1662660000,2,277.04,0.44,3.86,108.72,5.19,14.11,14.94,0.3
1662663600,2,283.72,0.43,3.77,110.15,5.07,12.92,13.61,0.27
1662667200,2,293.73,0.45,3.9,117.3,4.89,12.23,12.85,0.27
1662670800,3,300.41,0.49,4.33,124.45,4.83,12.31,12.92,0.28
1662674400,3,380.52,2.18,17.65,123.02,4.83,14.72,15.74,0.93
1662678000,2,514.03,3.8,39.07,115.87,5.54,19.3,21.04,1.79
1662681600,3,607.49,2.37,60.32,97.27,7.99,23.72,26.23,2.34
1662685200,4,627.52,0.08,67.86,81.54,12.52,26.71,29.77,2.25
1662688800,4,607.49,0,62.38,67.95,14.19,27.79,31.14,1.8
1662692400,4,594.14,0,56.89,52.21,10.49,27.64,31.32,1.49
1662696000,4,587.46,0.02,53.47,33.62,5.96,26.74,30.83,1.22
1662699600,4,580.79,0.18,50.72,16.81,3.93,25.56,29.82,0.9
1662703200,3,560.76,0.42,45.24,9.57,3.64,24.78,28.92,0.7
1662706800,3,540.73,1.26,39.07,3.93,3.07,24.71,28.97,0.6
1662710400,4,534.06,3.91,32.56,0.61,2.29,25.15,29.53,0.55
1662714000,4,534.06,8.16,26.73,0.08,1.97,26.05,30.48,0.52
1662717600,4,547.41,14.19,22.28,0.01,1.82,27.63,32.29,0.55
1662721200,4,587.46,23.47,18.68,0,1.76,30.03,35.11,0.66
1662724800,4,720.98,46.94,18.16,0,1.8,34.14,40.2,1.28
1662728400,4,907.9,80.47,20.39,0.13,2,36.92,43.91,1.85
1662732000,4,1001.36,99.24,23.31,1.72,2.09,35.96,43.07,1.95
1662735600,4,934.6,78.68,36.67,8.67,2.41,33.4,40.04,1.98
1662739200,3,377.18,2.49,18.51,141.62,8.82,20.77,22.26,0.15
1662742800,3,340.46,0.86,9.08,175.95,7.33,18.95,20.01,0.19
1662746400,4,323.77,0.54,6.6,180.24,6.5,17.97,18.88,0.23
1662750000,3,313.76,0.49,5.91,168.8,5.54,16.19,16.98,0.27
1662753600,3,307.08,0.54,6.08,164.51,5.66,14.68,15.39,0.32
1662757200,3,303.75,0.61,7.11,173.09,7.09,14.76,15.46,0.34
1662760800,3,373.84,1.84,21.76,174.52,9.18,17.38,18.45,0.97
1662764400,3,494,2.85,43.87,168.8,11.68,21.79,23.45,1.76
1662768000,3,567.44,1.56,58.95,141.62,11.8,23.83,26.19,2.25
1662771600,3,567.44,0.04,55.52,97.27,9.42,22.54,25.45,2.41
1662775200,3,527.38,0,45.24,72.24,6.79,21.23,24.29,2.15
1662778800,3,487.33,0,39.41,65.09,6.32,21.74,24.71,1.65
1662782400,3,487.33,0,42.16,51.5,5.96,23.32,26.3,1.19
1662786000,3,494,0.01,43.87,33.62,4.65,24.02,26.88,0.8
1662789600,3,473.98,0.01,36.67,26.11,3.52,23.62,26.16,0.51
1662793200,3,447.27,0.05,29.13,19.85,2.5,23.26,25.63,0.4
1662796800,3,433.92,0.23,25.02,10.91,1.77,23.5,25.87,0.38
1662800400,3,427.25,0.8,22.96,4.65,1.53,24.08,26.51,0.4
1662804000,4,433.92,2.26,21.59,1.59,1.45,25.09,27.6,0.44
1662807600,4,453.95,6.15,20.73,0.39,1.43,26.4,29.14,0.54
1662811200,4,547.41,20.56,21.25,0.03,1.46,29.09,32.62,1
1662814800,4,720.98,47.83,22.62,0.25,1.52,32.03,36.64,1.46
1662818400,4,881.2,71.53,23.65,2.46,1.52,33.95,39.25,1.6
1662822000,4,907.9,61.69,40.1,12.34,2.06,35.3,40.55,1.69
1662825600,3,343.8,2.01,13.88,130.18,10.85,17.54,18.73,0.14
1662829200,3,303.75,0.71,6.6,164.51,7.75,16.86,17.78,0.11
1662832800,3,290.39,0.44,4.63,178.81,6.2,16.95,17.77,0.09
1662836400,3,270.37,0.38,3.94,171.66,4.65,14.96,15.64,0.12
1662840000,3,257.02,0.39,3.98,161.65,3.87,13.2,13.81,0.2
1662843600,3,253.68,0.41,4.54,160.22,3.99,13.12,13.74,0.25
1662847200,3,310.42,1.31,14.74,154.5,4.71,15.02,15.93,0.74
1662850800,3,400.54,2.07,29.82,148.77,6.32,18.51,19.93,1.38
1662854400,3,460.62,1.13,42.5,131.61,8.46,21.26,23.21,1.71
1662858000,3,467.3,0.03,43.87,104.43,9.06,22.74,25.19,1.82
1662861600,3,460.62,0,39.07,84.4,6.91,23.66,26.41,1.79
1662865200,3,453.95,0,35.99,70.81,4.65,24.88,27.76,1.54
1662868800,4,433.92,0,32.22,62.23,3.64,25.27,27.92,1.12
1662872400,3,400.54,0,26.39,57.94,2.86,24.34,26.45,0.8
1662876000,3,360.49,0,19.71,57.94,2.26,23.38,24.98,0.56
